INPUT_TABLE
Variable ID
UnlimitRsrcPrice

region,unlimited.resource,year,price
Africa_Northern,Mediterranean South Coast-water withdrawals,2015,0.001
Africa_Northern,Mediterranean South Coast-water consumption,2045,0
Africa_Northern,Mediterranean South Coast-water consumption,2095,0
Africa_Northern,Mediterranean South Coast-water withdrawals,2075,0.001
Africa_Northern,Mediterranean South Coast-water consumption,2015,0
Africa_Northern,Mediterranean South Coast-water withdrawals,2025,0.001
Africa_Northern,Mediterranean South Coast-water consumption,1990,0
Africa_Northern,Mediterranean South Coast-water withdrawals,1975,0.001
Africa_Northern,Mediterranean South Coast-water withdrawals,2100,0.001
Africa_Northern,Mediterranean South Coast-water withdrawals,2095,0.001
Africa_Northern,Mediterranean South Coast-water consumption,2060,0
Africa_Northern,Mediterranean South Coast-water withdrawals,2030,0.001
EU-15,Guadiana-water consumption,2090,0
EU-15,Guadiana-water withdrawals,2045,0.001
EU-15,Guadiana-water consumption,2020,0
EU-15,Guadiana-water withdrawals,1990,0.001
EU-15,Guadiana-water withdrawals,2050,0.001
EU-15,Guadiana-water withdrawals,2080,0.001
EU-15,Guadiana-water consumption,2025,0
EU-15,Guadiana-water consumption,2015,0
EU-15,Guadiana-water consumption,2085,0
EU-15,Guadiana-water withdrawals,2075,0.001
EU-15,Guadiana-water consumption,2080,0
EU-15,Guadiana-water consumption,2010,0
EU-15,Guadiana-water consumption,1975,0
EU-15,Guadiana-water consumption,2005,0
EU-15,Guadiana-water consumption,2045,0
EU-15,Guadiana-water withdrawals,2030,0.001
EU-15,Guadiana-water withdrawals,2070,0.001
EU-15,Guadiana-water withdrawals,2010,0.001
EU-15,Guadiana-water withdrawals,2060,0.001
EU-15,Guadiana-water withdrawals,2020,0.001
EU-15,Guadiana-water consumption,2065,0
EU-15,Guadiana-water consumption,2040,0
EU-15,Guadiana-water consumption,2035,0
EU-15,Guadiana-water withdrawals,2040,0.001
EU-15,Guadiana-water withdrawals,2085,0.001
EU-15,Guadiana-water consumption,2095,0
EU-15,Guadiana-water withdrawals,2090,0.001
EU-15,Guadiana-water consumption,2055,0
EU-15,Guadiana-water withdrawals,2015,0.001
EU-15,Guadiana-water consumption,2050,0
EU-15,Guadiana-water withdrawals,2005,0.001
EU-15,Guadiana-water consumption,2070,0
EU-15,Guadiana-water consumption,1990,0
EU-15,Guadiana-water consumption,2100,0
EU-15,Guadiana-water consumption,2030,0
EU-15,Guadiana-water withdrawals,2055,0.001
EU-15,Guadiana-water withdrawals,2100,0.001
EU-15,Guadiana-water withdrawals,2025,0.001
EU-15,Guadiana-water consumption,2060,0
EU-15,Guadiana-water withdrawals,2035,0.001
EU-15,Guadiana-water consumption,2075,0
EU-15,Guadiana-water withdrawals,2095,0.001
EU-15,Guadiana-water withdrawals,2065,0.001
EU-15,Guadiana-water withdrawals,1975,0.001
Middle East,Central Iran-water withdrawals,2075,0.001
Middle East,Central Iran-water consumption,2090,0
Middle East,Central Iran-water withdrawals,2045,0.001
Middle East,Central Iran-water consumption,2045,0
Middle East,Central Iran-water withdrawals,2005,0.001
Middle East,Central Iran-water consumption,2040,0
Middle East,Central Iran-water consumption,2035,0
Middle East,Central Iran-water consumption,2015,0
Middle East,Central Iran-water withdrawals,2070,0.001
Middle East,Central Iran-water withdrawals,1990,0.001
Middle East,Central Iran-water consumption,2095,0
Middle East,Central Iran-water withdrawals,2100,0.001
Middle East,Central Iran-water withdrawals,2090,0.001
Middle East,Central Iran-water withdrawals,2085,0.001
Middle East,Central Iran-water withdrawals,2010,0.001
Middle East,Central Iran-water withdrawals,2080,0.001
Middle East,Central Iran-water consumption,2025,0
Middle East,Central Iran-water consumption,2020,0
Middle East,Central Iran-water withdrawals,2030,0.001
Middle East,Central Iran-water withdrawals,2020,0.001
Middle East,Central Iran-water consumption,2085,0
Middle East,Central Iran-water consumption,2065,0
Middle East,Central Iran-water withdrawals,2025,0.001
Middle East,Central Iran-water withdrawals,2040,0.001
Middle East,Central Iran-water withdrawals,2065,0.001
Middle East,Central Iran-water consumption,1990,0
Middle East,Central Iran-water consumption,2070,0
Middle East,Central Iran-water withdrawals,2095,0.001
Middle East,Central Iran-water consumption,2060,0
Middle East,Central Iran-water withdrawals,2060,0.001
Middle East,Central Iran-water withdrawals,2050,0.001
Middle East,Central Iran-water consumption,2030,0
Middle East,Central Iran-water consumption,1975,0
Middle East,Central Iran-water withdrawals,2055,0.001
Middle East,Central Iran-water consumption,2080,0
Middle East,Central Iran-water consumption,2100,0
Middle East,Central Iran-water consumption,2075,0
Middle East,Central Iran-water consumption,2050,0
Middle East,Central Iran-water consumption,2055,0
Middle East,Central Iran-water withdrawals,2035,0.001
Middle East,Central Iran-water consumption,2005,0
Middle East,Central Iran-water consumption,2010,0
Middle East,Central Iran-water withdrawals,2015,0.001
Middle East,Central Iran-water withdrawals,1975,0.001
EU-15,Guadalquivir-water consumption,2085,0
EU-15,Guadalquivir-water withdrawals,2075,0.001
EU-15,Guadalquivir-water withdrawals,2080,0.001
EU-15,Guadalquivir-water consumption,2080,0
EU-15,Guadalquivir-water withdrawals,2095,0.001
EU-15,Guadalquivir-water withdrawals,2060,0.001
EU-15,Guadalquivir-water consumption,2095,0
EU-15,Guadalquivir-water consumption,2020,0
EU-15,Guadalquivir-water withdrawals,2030,0.001
EU-15,Guadalquivir-water withdrawals,2005,0.001
EU-15,Guadalquivir-water withdrawals,2020,0.001
EU-15,Guadalquivir-water consumption,1990,0
EU-15,Guadalquivir-water consumption,2065,0
EU-15,Guadalquivir-water consumption,2100,0
EU-15,Guadalquivir-water consumption,2045,0
EU-15,Guadalquivir-water consumption,2060,0
EU-15,Guadalquivir-water consumption,2050,0
EU-15,Guadalquivir-water withdrawals,2055,0.001
EU-15,Guadalquivir-water withdrawals,2015,0.001
EU-15,Guadalquivir-water consumption,2090,0
EU-15,Guadalquivir-water consumption,2010,0
EU-15,Guadalquivir-water withdrawals,2065,0.001
EU-15,Guadalquivir-water consumption,2040,0
EU-15,Guadalquivir-water withdrawals,2035,0.001
EU-15,Guadalquivir-water withdrawals,2045,0.001
EU-15,Guadalquivir-water withdrawals,2050,0.001
EU-15,Guadalquivir-water withdrawals,2085,0.001
EU-15,Guadalquivir-water withdrawals,1990,0.001
EU-15,Guadalquivir-water consumption,1975,0
EU-15,Guadalquivir-water consumption,2005,0
EU-15,Guadalquivir-water withdrawals,2100,0.001
EU-15,Guadalquivir-water withdrawals,2010,0.001
EU-15,Guadalquivir-water consumption,2070,0
EU-15,Guadalquivir-water withdrawals,2070,0.001
EU-15,Guadalquivir-water consumption,2075,0
EU-15,Guadalquivir-water consumption,2025,0
EU-15,Guadalquivir-water consumption,2055,0
EU-15,Guadalquivir-water consumption,2030,0
EU-15,Guadalquivir-water withdrawals,2025,0.001
EU-15,Guadalquivir-water consumption,2015,0
EU-15,Guadalquivir-water withdrawals,2090,0.001
EU-15,Guadalquivir-water consumption,2035,0
EU-15,Guadalquivir-water withdrawals,1975,0.001
EU-15,Guadalquivir-water withdrawals,2040,0.001
Europe_Non_EU,Tigris-Euphrates-water withdrawals,2030,0.001
Europe_Non_EU,Tigris-Euphrates-water withdrawals,2035,0.001
Europe_Non_EU,Tigris-Euphrates-water withdrawals,2095,0.001
Europe_Non_EU,Tigris-Euphrates-water consumption,2060,0
Europe_Non_EU,Tigris-Euphrates-water withdrawals,2065,0.001
Europe_Non_EU,Tigris-Euphrates-water withdrawals,2005,0.001
Europe_Non_EU,Tigris-Euphrates-water consumption,2045,0
Europe_Non_EU,Tigris-Euphrates-water consumption,2040,0
Europe_Non_EU,Tigris-Euphrates-water withdrawals,2075,0.001
Europe_Non_EU,Tigris-Euphrates-water withdrawals,2010,0.001
Europe_Non_EU,Tigris-Euphrates-water withdrawals,2015,0.001
Europe_Non_EU,Tigris-Euphrates-water withdrawals,2020,0.001
Europe_Non_EU,Tigris-Euphrates-water consumption,2095,0
Europe_Non_EU,Tigris-Euphrates-water consumption,2090,0
Europe_Non_EU,Tigris-Euphrates-water consumption,2020,0
Europe_Non_EU,Tigris-Euphrates-water withdrawals,2090,0.001
Europe_Non_EU,Tigris-Euphrates-water consumption,2075,0
Europe_Non_EU,Tigris-Euphrates-water consumption,2005,0
Europe_Non_EU,Tigris-Euphrates-water consumption,2050,0
Europe_Non_EU,Tigris-Euphrates-water withdrawals,2080,0.001
Europe_Non_EU,Tigris-Euphrates-water withdrawals,2070,0.001
Europe_Non_EU,Tigris-Euphrates-water withdrawals,2055,0.001
Europe_Non_EU,Tigris-Euphrates-water consumption,2025,0
Europe_Non_EU,Tigris-Euphrates-water withdrawals,2085,0.001
Europe_Non_EU,Tigris-Euphrates-water consumption,2055,0
Europe_Non_EU,Tigris-Euphrates-water withdrawals,2060,0.001
Europe_Non_EU,Tigris-Euphrates-water consumption,1990,0
Europe_Non_EU,Tigris-Euphrates-water withdrawals,2050,0.001
Europe_Non_EU,Tigris-Euphrates-water consumption,2015,0
Europe_Non_EU,Tigris-Euphrates-water consumption,2085,0
Europe_Non_EU,Tigris-Euphrates-water consumption,1975,0
Europe_Non_EU,Tigris-Euphrates-water withdrawals,1990,0.001
Europe_Non_EU,Tigris-Euphrates-water consumption,2030,0
Europe_Non_EU,Tigris-Euphrates-water withdrawals,2040,0.001
Europe_Non_EU,Tigris-Euphrates-water consumption,2010,0
Europe_Non_EU,Tigris-Euphrates-water consumption,2065,0
Europe_Non_EU,Tigris-Euphrates-water withdrawals,2045,0.001
Europe_Non_EU,Tigris-Euphrates-water withdrawals,2100,0.001
Europe_Non_EU,Tigris-Euphrates-water withdrawals,2025,0.001
Europe_Non_EU,Tigris-Euphrates-water consumption,2070,0
Europe_Non_EU,Tigris-Euphrates-water consumption,2080,0
Europe_Non_EU,Tigris-Euphrates-water consumption,2100,0
Europe_Non_EU,Tigris-Euphrates-water withdrawals,1975,0.001
Europe_Non_EU,Tigris-Euphrates-water consumption,2035,0
Central Asia,Tarim Interior-water consumption,2055,0
Central Asia,Tarim Interior-water withdrawals,2065,0.001
Central Asia,Tarim Interior-water withdrawals,2080,0.001
Central Asia,Tarim Interior-water withdrawals,2015,0.001
Central Asia,Tarim Interior-water consumption,2050,0
Central Asia,Tarim Interior-water withdrawals,2085,0.001
Central Asia,Tarim Interior-water withdrawals,2035,0.001
Central Asia,Tarim Interior-water withdrawals,2010,0.001
Central Asia,Tarim Interior-water consumption,2060,0
Central Asia,Tarim Interior-water withdrawals,2095,0.001
Central Asia,Tarim Interior-water withdrawals,2090,0.001
Central Asia,Tarim Interior-water withdrawals,2020,0.001
Central Asia,Tarim Interior-water consumption,2095,0
Central Asia,Tarim Interior-water consumption,2020,0
Central Asia,Tarim Interior-water withdrawals,1990,0.001
Central Asia,Tarim Interior-water consumption,2075,0
Central Asia,Tarim Interior-water consumption,2005,0
Central Asia,Tarim Interior-water withdrawals,2040,0.001
Central Asia,Tarim Interior-water consumption,1990,0
Central Asia,Tarim Interior-water consumption,2030,0
Central Asia,Tarim Interior-water consumption,2045,0
Central Asia,Tarim Interior-water withdrawals,2050,0.001
Central Asia,Tarim Interior-water consumption,2040,0
Central Asia,Tarim Interior-water withdrawals,2100,0.001
Central Asia,Tarim Interior-water consumption,2090,0
Central Asia,Tarim Interior-water withdrawals,2060,0.001
Central Asia,Tarim Interior-water consumption,2080,0
Central Asia,Tarim Interior-water withdrawals,2055,0.001
Central Asia,Tarim Interior-water consumption,2085,0
Central Asia,Tarim Interior-water consumption,2065,0
Central Asia,Tarim Interior-water consumption,1975,0
Central Asia,Tarim Interior-water consumption,2035,0
Central Asia,Tarim Interior-water withdrawals,2075,0.001
Central Asia,Tarim Interior-water withdrawals,2030,0.001
Central Asia,Tarim Interior-water consumption,2100,0
Central Asia,Tarim Interior-water withdrawals,2005,0.001
Central Asia,Tarim Interior-water withdrawals,2025,0.001
Central Asia,Tarim Interior-water withdrawals,2045,0.001
Central Asia,Tarim Interior-water withdrawals,1975,0.001
Central Asia,Tarim Interior-water consumption,2010,0
Central Asia,Tarim Interior-water consumption,2015,0
Central Asia,Tarim Interior-water consumption,2070,0
Central Asia,Tarim Interior-water withdrawals,2070,0.001
Central Asia,Tarim Interior-water consumption,2025,0
Africa_Northern,Africa-North West Coast-water consumption,2060,0
Africa_Northern,Africa-North West Coast-water consumption,2030,0
Africa_Northern,Africa-North West Coast-water withdrawals,2085,0.001
Africa_Northern,Africa-North West Coast-water consumption,2085,0
Africa_Northern,Africa-North West Coast-water withdrawals,2080,0.001
Africa_Northern,Africa-North West Coast-water consumption,1990,0
Africa_Northern,Africa-North West Coast-water withdrawals,2035,0.001
Africa_Northern,Africa-North West Coast-water withdrawals,2090,0.001
Africa_Northern,Africa-North West Coast-water withdrawals,2050,0.001
Africa_Northern,Africa-North West Coast-water consumption,2095,0
Africa_Northern,Africa-North West Coast-water consumption,2050,0
Africa_Northern,Africa-North West Coast-water withdrawals,2015,0.001
Africa_Northern,Africa-North West Coast-water consumption,2075,0
Africa_Northern,Africa-North West Coast-water consumption,2055,0
Africa_Northern,Africa-North West Coast-water consumption,2090,0
Africa_Northern,Africa-North West Coast-water withdrawals,2020,0.001
Africa_Northern,Africa-North West Coast-water withdrawals,2095,0.001
Africa_Northern,Africa-North West Coast-water withdrawals,2005,0.001
Africa_Northern,Africa-North West Coast-water consumption,2065,0
Africa_Northern,Africa-North West Coast-water consumption,2020,0
Africa_Northern,Africa-North West Coast-water consumption,1975,0
Africa_Northern,Africa-North West Coast-water withdrawals,1990,0.001
Africa_Northern,Africa-North West Coast-water consumption,2045,0
Africa_Northern,Africa-North West Coast-water consumption,2010,0
Africa_Northern,Africa-North West Coast-water withdrawals,1975,0.001
Africa_Northern,Africa-North West Coast-water consumption,2005,0
Africa_Northern,Africa-North West Coast-water withdrawals,2010,0.001
Africa_Northern,Africa-North West Coast-water consumption,2070,0
Africa_Northern,Africa-North West Coast-water withdrawals,2100,0.001
Africa_Northern,Africa-North West Coast-water withdrawals,2075,0.001
Africa_Northern,Africa-North West Coast-water consumption,2100,0
Africa_Northern,Africa-North West Coast-water withdrawals,2040,0.001
Africa_Northern,Africa-North West Coast-water withdrawals,2055,0.001
Africa_Northern,Africa-North West Coast-water consumption,2035,0
Africa_Northern,Africa-North West Coast-water consumption,2080,0
Africa_Northern,Africa-North West Coast-water withdrawals,2045,0.001
Africa_Northern,Africa-North West Coast-water withdrawals,2060,0.001
Africa_Northern,Africa-North West Coast-water withdrawals,2065,0.001
Africa_Northern,Africa-North West Coast-water withdrawals,2030,0.001
Africa_Northern,Africa-North West Coast-water consumption,2015,0
Africa_Northern,Africa-North West Coast-water withdrawals,2025,0.001
Africa_Northern,Africa-North West Coast-water consumption,2040,0
Africa_Northern,Africa-North West Coast-water withdrawals,2070,0.001
Africa_Northern,Africa-North West Coast-water consumption,2025,0
Africa_Eastern,Nile-water consumption,1990,0
Africa_Eastern,Nile-water consumption,2050,0
Africa_Eastern,Nile-water consumption,2055,0
Africa_Eastern,Nile-water withdrawals,2090,0.001
Africa_Eastern,Nile-water withdrawals,2010,0.001
Africa_Eastern,Nile-water consumption,2095,0
Africa_Eastern,Nile-water withdrawals,2015,0.001
Africa_Eastern,Nile-water withdrawals,2030,0.001
Africa_Eastern,Nile-water withdrawals,2095,0.001
Africa_Eastern,Nile-water withdrawals,2040,0.001
Africa_Eastern,Nile-water consumption,2030,0
Africa_Eastern,Nile-water withdrawals,2020,0.001
Africa_Eastern,Nile-water withdrawals,2075,0.001
Africa_Eastern,Nile-water withdrawals,2055,0.001
Africa_Eastern,Nile-water withdrawals,2005,0.001
Africa_Eastern,Nile-water withdrawals,2080,0.001
Africa_Eastern,Nile-water consumption,2080,0
Africa_Eastern,Nile-water withdrawals,2070,0.001
Africa_Eastern,Nile-water withdrawals,2050,0.001
Africa_Eastern,Nile-water consumption,2005,0
Africa_Eastern,Nile-water consumption,2065,0
Africa_Eastern,Nile-water consumption,2100,0
Africa_Eastern,Nile-water consumption,2085,0
Africa_Eastern,Nile-water withdrawals,2035,0.001
Africa_Eastern,Nile-water consumption,2070,0
Africa_Eastern,Nile-water consumption,2010,0
Africa_Eastern,Nile-water consumption,2015,0
Africa_Eastern,Nile-water consumption,2060,0
Africa_Eastern,Nile-water consumption,2090,0
Africa_Eastern,Nile-water withdrawals,2100,0.001
Africa_Eastern,Nile-water withdrawals,2060,0.001
Africa_Eastern,Nile-water consumption,2020,0
Africa_Eastern,Nile-water withdrawals,2065,0.001
Africa_Eastern,Nile-water consumption,2045,0
Africa_Eastern,Nile-water withdrawals,1990,0.001
Africa_Eastern,Nile-water withdrawals,2045,0.001
Africa_Eastern,Nile-water withdrawals,2025,0.001
